STEP-0; EVENT position; UNIT ROVER-b8d86221-58cc-460c-9886-3fee6e69aa5d; POSITION [12,12]
STEP-44; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [8,21]
STEP-45; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [7,21]
STEP-46; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [7,22]
STEP-47; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [8,22]
EVENT outcome; OUTCOME NOT_COLONIZABLE_RESOURCES
STEP-0; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [12,12]
STEP-1; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [13,13]
STEP-2; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [12,12]
STEP-3; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [11,13]
STEP-4; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [11,14]
STEP-5; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [12,14]
STEP-6; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [13,15]
STEP-7; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [14,16]
STEP-8; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [14,17]
STEP-9; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [13,17]
STEP-10; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [12,17]
STEP-11; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [12,18]
STEP-12; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [11,19]
STEP-13; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [11,20]
STEP-14; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [10,19]
STEP-15; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [9,18]
STEP-16; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [8,19]
STEP-17; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [9,18]
STEP-18; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [8,19]
STEP-19; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [7,20]
STEP-20; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [8,21]
STEP-21; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [9,21]
STEP-22; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [8,20]
STEP-23; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [7,21]
STEP-24; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [6,22]
STEP-25; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [5,22]
STEP-26; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [4,22]
STEP-27; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [5,21]
STEP-28; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [4,20]
STEP-29; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [4,21]
STEP-30; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [4,22]
STEP-31; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [3,22]
STEP-32; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [2,22]
STEP-33; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [1,22]
STEP-34; EVENT position; UNIT ROVER-0f43714d-7df3-4975-a82e-d6317fd569f2; POSITION [1,23]
EVENT outcome; OUTCOME NOT_COLONIZABLE_RESOURCES
STEP-0; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [12,12]
STEP-1; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [13,13]
STEP-2; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [14,12]
STEP-3; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [13,13]
STEP-4; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [12,12]
STEP-5; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [11,12]
STEP-6; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [11,13]
STEP-7; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [10,13]
STEP-8; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [11,13]
STEP-9; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [10,14]
STEP-10; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [11,15]
STEP-11; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [12,16]
STEP-12; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [13,17]
STEP-13; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [14,18]
STEP-14; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [13,19]
STEP-15; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [12,19]
STEP-16; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [11,20]
STEP-17; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [12,20]
STEP-18; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [11,20]
STEP-19; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [10,21]
STEP-20; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [11,22]
STEP-21; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [10,22]
STEP-22; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [11,23]
STEP-23; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [10,23]
STEP-24; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [9,23]
STEP-25; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [10,23]
STEP-26; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [9,22]
STEP-27; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [9,23]
STEP-28; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [8,22]
STEP-29; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [7,23]
STEP-30; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [8,23]
STEP-31; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [7,22]
STEP-32; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [8,23]
STEP-33; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [9,23]
STEP-34; EVENT position; UNIT ROVER-b2dd841e-5f67-4615-82ec-b4fb4651c801; POSITION [10,22]
EVENT outcome; OUTCOME NOT_COLONIZABLE_RESOURCES
STEP-0; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [12,12]
STEP-1; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [12,11]
STEP-2; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [13,12]
STEP-3; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [12,12]
STEP-4; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [11,13]
STEP-5; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [11,14]
STEP-6; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [10,13]
STEP-7; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [11,13]
STEP-8; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [10,14]
STEP-9; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [9,13]
STEP-10; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [10,14]
STEP-11; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [10,15]
STEP-12; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [10,16]
STEP-13; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [11,15]
STEP-14; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [11,16]
STEP-15; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [10,17]
STEP-16; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [10,18]
STEP-17; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [11,19]
STEP-18; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [10,20]
STEP-19; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [9,19]
STEP-20; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [8,20]
STEP-21; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [7,19]
STEP-22; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [6,19]
STEP-23; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [5,18]
STEP-24; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [4,19]
STEP-25; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [3,19]
STEP-26; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [4,19]
STEP-27; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [4,20]
STEP-28; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [5,21]
STEP-29; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [6,21]
STEP-30; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [5,20]
STEP-31; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [4,20]
STEP-32; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [3,19]
STEP-33; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [3,20]
STEP-34; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [2,19]
STEP-35; EVENT position; UNIT ROVER-5f763575-2ab7-4cbe-b3e4-e2566b30181d; POSITION [3,19]
EVENT outcome; OUTCOME NOT_COLONIZABLE_RESOURCES
